,code,report_type,finyear,report_url
0,3312003,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BIJAPUR&district_code=3317&block_name=Bhairamgarh&block_code=3312003&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=cn%2FyDxryD2PZ1qdA6bb5OA
1,3311011,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BASTAR&district_code=3311&block_name=Bakawand&block_code=3311011&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=Sy61syag%2FTaVZ5HFgu9XEQ
2,3311009,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BASTAR&district_code=3311&block_name=Bastanar&block_code=3311009&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=1pOoSW2pz36LQfZ2t9h0WQ
3,3311010,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BASTAR&district_code=3311&block_name=Bastar&block_code=3311010&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=VFROEjpvdbSyjmkcmhDcoA
4,3303010,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BALOD&district_code=3322&block_name=BALOD&block_code=3303010&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=2m4S2HZ3b+JingfDMexRCg
5,3311014,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BASTAR&district_code=3311&block_name=Darbha&block_code=3311014&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=2MC78j1vHqhjrUkpObRmNQ
6,3305017,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BALRAMPUR&district_code=3327&block_name=BALRAMPUR&block_code=3305017&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=wp3yD6wE6CigORb6faaXRQ
7,3312006,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=DANTEWADA&district_code=3312&block_name=DANTEWADA&block_code=3312006&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=Tjo1Vm9tyj0QzG%2FzcLv5rQ
8,3303011,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BALOD&district_code=3322&block_name=DONDI&block_code=3303011&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=VPvgS2rtnfRNx1fnRcXIZw
9,3303002,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BEMETARA&district_code=3321&block_name=BEMETARA&block_code=3303002&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=S59Ah9rZcGQD8zivUK84lA
10,3309001,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=DHAMTARI&district_code=3309&block_name=DHAMTARI&block_code=3309001&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=PKzqO6cRWKFEEZB2U6usEA
11,3312005,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=DANTEWADA&district_code=3312&block_name=GEEDAM&block_code=3312005&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=sVdkyUYwPfD0hw9XXtKNKQ
12,3305018,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BALRAMPUR&district_code=3327&block_name=KUSAMI&block_code=3305018&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=pkHiHRqEsw6zn4sOpNDgzA
13,3303004,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BEMETARA&district_code=3321&block_name=BERLA&block_code=3303004&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=QH%2FPHdoSlgx5UTLyIha7Rw
14,3303009,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BALOD&district_code=3322&block_name=DONDILOHARA&block_code=3303009&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=tJbAVxMRBkUjNQ+klDd54g
15,3311012,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BASTAR&district_code=3311&block_name=Jagdalpur&block_code=3311012&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=1o61iTl0wmBH3Tud1spKOQ
16,3309002,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=DHAMTARI&district_code=3309&block_name=KURUD&block_code=3309002&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=qFtxwS0GwpPUcQT2RWIz+Q
17,3303001,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BEMETARA&district_code=3321&block_name=NAWAGARH&block_code=3303001&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=igqcJ5eowDuZZae5KKx5zw
18,3301014,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BILASPUR&district_code=3301&block_name=BELHA&block_code=3301014&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=9GkkEgEcl9sP6R2h2yjxIg
19,3305004,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BALRAMPUR&district_code=3327&block_name=RAJPUR&block_code=3305004&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=tqUTYYabhkkn8ygVvndVAQ
20,3303008,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BALOD&district_code=3322&block_name=GUNDERDEHI&block_code=3303008&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=3nxB8pa%2Ff74erlpySSahHQ
21,3311008,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BASTAR&district_code=3311&block_name=Lohandiguda&block_code=3311008&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=IYw73g8UWrsDQmdpvHVtew
22,3303003,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BEMETARA&district_code=3321&block_name=SAJA&block_code=3303003&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=1dnWx4qMd9mt0Gtl042Wzg
23,3312007,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=DANTEWADA&district_code=3312&block_name=KATEKALYAN&block_code=3312007&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=CwBxDe+CXsZQ2V+OEBGteA
24,3305016,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BALRAMPUR&district_code=3327&block_name=RAMCHANDRAPUR&block_code=3305016&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=6aun2ig6dZlZZxIqvYLmFQ
25,3311004,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=NARAYANPUR&district_code=3318&block_name=Narayanpur&block_code=3311004&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=cXox%2FZmnkpEXMkzSXAo5Uw
26,3309004,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=DHAMTARI&district_code=3309&block_name=MAGARLOD&block_code=3309004&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=IKmfd6fS2+suyMFx1y7r2w
27,3303012,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BALOD&district_code=3322&block_name=GURUR&block_code=3303012&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=zo5p1IYMq3Jn%2FZxVBQtBOQ
28,3312008,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=DANTEWADA&district_code=3312&block_name=KUWAKONDA&block_code=3312008&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=RGCdj3FXK8G1id9wmo7iNQ
29,3316008,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=RAIPUR&district_code=3316&block_name=ABHANPUR&block_code=3316008&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=ABhzUfIwjJ%2FkiKAr2tMS4g
30,3311013,NICRejectedTransactionsPostURL,16,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=CHHATTISGARH&state_code=33&district_name=BASTAR&district_code=3311&block_name=Tokapal&block_code=3311013&fin_year=2015-2016&typ=R&mode=P&source=national&Digest=07Am%2F31VvJLFUYZbLNlvEQ
