,code,report_type,finyear,report_url
0,2006003,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=MANIPUR&state_code=20&district_name=BISHNUPUR&district_code=2006&block_name=BISHNUPUR&block_code=2006003&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=HlTqXaLXcFD4nUuJ%2FueLHA
1,2009005,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=MANIPUR&state_code=20&district_name=IMPHAL+EAST&district_code=2009&block_name=IMPHAL+EAST+I&block_code=2009005&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=LSukAZGzZeRfF6+VV2CdyA
2,2006004,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=MANIPUR&state_code=20&district_name=BISHNUPUR&district_code=2006&block_name=MOIRANG&block_code=2006004&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=80%2F7sILfhUsWJMnIy5qrTQ
3,2007006,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=MANIPUR&state_code=20&district_name=IMPHAL+WEST&district_code=2007&block_name=IMPHAL+WEST+I&block_code=2007006&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=Y3ySZKOKzuiJ%2FZhiNg7N6Q
4,2009006,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=MANIPUR&state_code=20&district_name=IMPHAL+EAST&district_code=2009&block_name=IMPHAL+EAST+II&block_code=2009006&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=kbTb9ZERTtvHrC5Veekfig
5,2007007,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=MANIPUR&state_code=20&district_name=IMPHAL+WEST&district_code=2007&block_name=IMPHAL+WEST+II&block_code=2007007&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=pCia2WbGuWCrDOJSCio4lw
6,2006003,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=MANIPUR&state_code=20&district_name=BISHNUPUR&district_code=2006&block_name=BISHNUPUR&block_code=2006003&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=vhggPr1C62tj8H6bRyJGqQ
7,2006004,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=MANIPUR&state_code=20&district_name=BISHNUPUR&district_code=2006&block_name=MOIRANG&block_code=2006004&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=Fy98uY9vspVF4oCCfh+jZg
8,2009008,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=MANIPUR&state_code=20&district_name=IMPHAL+EAST&district_code=2009&block_name=HEINGANG+CD+BLOCK&block_code=2009008&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=sbcOJqHQ3r7yL3jBPdwyPg
9,2006005,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=&flg=W&page=d&state_name=MANIPUR&state_code=20&district_name=BISHNUPUR&district_code=2006&block_name=NAMBOL+CD+BLOCK&block_code=2006005&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=0e33dDVc7ov%2FJ9dJLjhYeg
