,code,report_type,finyear,report_url
0,0316003,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=KURUNG+KUMEY&district_code=0316&block_name=Koloriang&block_code=0316003&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=afmqizrD15eXPiuJSNSMSQ
1,0304002,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=LOWER+SUBANSIRI&district_code=0304&block_name=ZIRO-I&block_code=0304002&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=AFSeAIZ8ZKNULlhDaUipcw
2,0305001,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=UPPER+SUBANSIRI&district_code=0305&block_name=Daporijo&block_code=0305001&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=9m5GeuxNSaSD9yoJNfGr4w
3,0314001,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=LOWER+DIBANG+VALLEY&district_code=0314&block_name=ROING-KORONU&block_code=0314001&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=Cn1UFwvQxwOAcyiN0J93AA
4,0306008,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=WEST+SIANG&district_code=0306&block_name=AALO+EAST&block_code=0306008&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=THSCnDlg%2FJhqHOF1AHaTvg
5,0309002,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=NAMSAI&district_code=0321&block_name=NAMSAI-CHOWKHAM&block_code=0309002&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=xaSxZUzO7tW7ukj1xgYhfQ
6,0311006,NICRejectedTransactionsCoBankURL,18,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=TIRAP&district_code=0311&block_name=khonsa&block_code=0311006&fin_year=2017-2018&typ=R&mode=C&source=national&Digest=MxS75aMwK8swPJwS7ufRMQ
7,0316003,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=KURUNG+KUMEY&district_code=0316&block_name=Koloriang&block_code=0316003&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=neRaoTdkM8aTG+XV%2FgKetg
8,0303001,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=EAST+KAMENG&district_code=0303&block_name=SEPPA&block_code=0303001&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=gIJIa3GmcaGXnpABRJW1Hg
9,0310004,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=CHANGLANG&district_code=0310&block_name=Bordumsa&block_code=0310004&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=VpVyZI4pjdWybdjVLCDJRQ
10,0310001,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=CHANGLANG&district_code=0310&block_name=Changlang&block_code=0310001&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=LuZYM2tpnLaQJpEC1xDqwg
11,0314002,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=LOWER+DIBANG+VALLEY&district_code=0314&block_name=HUNLI-DESALI&block_code=0314002&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=wDyYZYIFBZwEnhHIyduqOg
12,0314001,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=LOWER+DIBANG+VALLEY&district_code=0314&block_name=ROING-KORONU&block_code=0314001&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=CjHYgT76NubZo3s6xgRBCQ
13,0310002,NICRejectedTransactionsCoBankURL,19,http://mnregaweb4.nic.in/netnrega/FTO/ResponseDetailStatusReport.aspx?lflag=eng&flg=W&page=d&state_name=ARUNACHAL+PRADESH&state_code=03&district_name=CHANGLANG&district_code=0310&block_name=Khagam-Miao&block_code=0310002&fin_year=2018-2019&typ=R&mode=C&source=national&Digest=5JO876v5ZBO20Ld1CYHBcA
